Episode,Date,Names,Gender,Title,Participation_Status,State,Country,Month_Name,Counter,Ratings,Country_Abb
Episode 1,01/09/2021,Najinde Anthony,Female,Professionals,Active,Taraba,Qatar,September,0,3.3108227572543947,QAT
Episode 1,01/09/2021,Babatunde Anthony,Female,Professionals,Active,Edo,Qatar,September,0,3.4872804507888464,QAT
Episode 1,01/09/2021,Ruth Genesis,Female,Business Owners,Active,Taraba,Qatar,September,0,4.731699999356749,QAT
Episode 1,01/09/2021,Blessing Plater,Female,Business Owners,Active,Taraba,France,September,0,4.697743059028621,FRA
Episode 1,01/09/2021,Ruth Dominion,Female,Professionals,Active,Kano,United States of America,September,0,4.167072141065381,USA
Episode 1,01/09/2021,Babatunde Carrick,Female,Business Owners,Active,Kwara,Qatar,September,0,3.1343033454737403,QAT
Episode 1,01/09/2021,Blessing Carrick,Female,Business Owners,Active,Kwara,Germany,September,0,4.6348959674688,DEU
Episode 1,01/09/2021,Najinde Ahamad,Female,Business Owners,Active,Edo,United States of America,September,0,3.9362246614490495,USA
Episode 1,01/09/2021,Temitope Purple,Female,Professionals,Active,Ondo,United Arab Emirates,September,0,3.1858257803339773,ARE
Episode 1,01/09/2021,Samuel Ahamad,Female,Professionals,Active,Ondo,United States of America,September,0,3.203831523227734,USA
Episode 1,01/09/2021,Alex Carrick,Female,Professionals,Active,Benue,Nigeria,September,0,4.946628132925584,NGA
Episode 1,01/09/2021,Alex Rashford,Female,Business Owners,Active,Kwara,France,September,0,3.3035594789987064,FRA
Episode 1,01/09/2021,Kabiru Ahamad,Female,Business Owners,Active,Kwara,France,September,0,4.194983469806999,FRA
Episode 1,01/09/2021,Babatunde Castor,Female,Business Owners,Active,Kano,United States of America,September,0,4.103458045695266,USA
Episode 1,01/09/2021,Johnson Dominion,Female,Professionals,Active,Rivers,Belgium,September,0,3.970388237152227,BEL
Episode 1,01/09/2021,Johnson Plater,Female,Business Owners,Active,Imo,Qatar,September,0,3.418636491308285,QAT
Episode 1,01/09/2021,Mohammed Stones,Female,Business Owners,Active,Rivers,Nigeria,September,0,3.3411844477482235,NGA
Episode 1,01/09/2021,Samuel Rocks,Female,Business Owners,Active,Kwara,Canada,September,0,4.278210971008687,CAN
Episode 1,01/09/2021,Samuel Salahudeen,Female,Professionals,Active,Bayelsa,India,September,0,4.955081788476731,IND
Episode 1,01/09/2021,Temitope Anthony,Female,Business Owners,Active,Taraba,Qatar,September,0,3.438861389155393,QAT
Episode 1,01/09/2021,Najinde Castor,Female,Business Owners,Active,Edo,United Arab Emirates,September,0,3.490839412500581,ARE
Episode 1,01/09/2021,Joshua Genesis,Female,Professionals,Active,Taraba,United States of America,September,0,4.125711067308687,USA
Episode 1,01/09/2021,Samuel Carrick,Female,Professionals,Active,Ondo,Canada,September,0,4.539126448627029,CAN
Episode 1,01/09/2021,Johnson Rashford,Female,Professionals,Active,Imo,India,September,0,4.884916433393967,IND
Episode 1,01/09/2021,Samuel Rashford,Female,Professionals,Active,Taraba,Italy,September,0,4.564513435228647,ITA
Episode 1,01/09/2021,Blessing Rashford,Female,Business Owners,Active,Oyo,India,September,0,3.405365442903117,IND
Episode 1,01/09/2021,Samuel Rashford,Female,Professionals,Active,Kwara,China,September,0,3.3765757382793,CHN
Episode 1,01/09/2021,Sekinat Stones,Female,Business Owners,Active,Rivers,United Arab Emirates,September,0,4.687339166039815,ARE
Episode 1,01/09/2021,Temitope Islam,Female,Professionals,Active,Taraba,Canada,September,0,3.1892058544640047,CAN
Episode 1,01/09/2021,Babatunde Castor,Female,Professionals,Active,Bayelsa,Belgium,September,0,4.0756378429707,BEL
Episode 1,01/09/2021,Alex Rashford,Female,Business Owners,Active,Taraba,France,September,0,3.718479492694554,FRA
Episode 1,01/09/2021,Ruth Genesis,Female,Business Owners,Active,Taraba,United States of America,September,0,4.026226462704187,USA
Episode 1,01/09/2021,Babatunde Salahudeen,Female,Professionals,Active,Kaduna,Qatar,September,0,4.332839730566249,QAT
Episode 1,01/09/2021,Badmus Anthony,Female,Professionals,Active,Edo,Belgium,September,0,3.0073554044670505,BEL
Episode 1,01/09/2021,Sekinat Anthony,Female,Professionals,Active,Ondo,India,September,0,4.81756062736095,IND
Episode 1,01/09/2021,Johnson Plater,Female,Business Owners,Active,Anambra,Qatar,September,0,3.09235901962633,QAT
Episode 1,01/09/2021,Sekinat Salahudeen,Female,Professionals,Active,Imo,Germany,September,0,4.258680051827605,DEU
Episode 1,01/09/2021,Kabiru Anthony,Female,Business Owners,Active,Kaduna,Italy,September,0,4.196406547340462,ITA
Episode 1,01/09/2021,Ruth Salahudeen,Female,Business Owners,Active,Plateau,India,September,0,4.893045142140627,IND
Episode 1,01/09/2021,Blessing Plater,Female,Professionals,Active,Taraba,United States of America,September,0,4.974555737061984,USA
Episode 1,01/09/2021,Temitope Purple,Female,Professionals,Active,Kwara,Russian Federation,September,0,3.1735895617330727,RUS
Episode 1,01/09/2021,Johnson Castor,Female,Professionals,Active,Kano,United States of America,September,0,3.660254945034025,USA
Episode 1,01/09/2021,Alex Purple,Female,Professionals,Active,Lagos,United Arab Emirates,September,0,3.834714411551703,ARE
Episode 1,01/09/2021,Alex Dominion,Female,Professionals,Active,Kwara,Belgium,September,0,3.829771687762692,BEL
Episode 1,01/09/2021,Badmus Ahamad,Female,Business Owners,Active,Kaduna,India,September,0,3.973438842216048,IND
Episode 1,01/09/2021,Mohammed Genesis,Female,Professionals,Active,Ogun,France,September,0,4.511503719065388,FRA
Episode 1,01/09/2021,Kabiru Islam,Female,Business Owners,Active,Edo,Germany,September,0,4.061847558743305,DEU
Episode 1,01/09/2021,Ruth Rashford,Female,Business Owners,Active,Kano,Qatar,September,0,4.462137877884477,QAT
Episode 1,01/09/2021,Najinde Anthony,Female,Business Owners,Active,Ondo,United States of America,September,0,4.798778996673741,USA
Episode 1,01/09/2021,Ruth Islam,Female,Professionals,Active,Bayelsa,Germany,September,0,4.758909802366852,DEU
Episode 1,01/09/2021,Temitope Ahamad,Female,Business Owners,Active,Kaduna,Germany,September,0,3.833928961722045,DEU
Episode 1,01/09/2021,Johnson Islam,Female,Business Owners,Active,Oyo,France,September,0,4.008890874331158,FRA
Episode 1,01/09/2021,Babatunde Rashford,Female,Business Owners,Active,Kano,Russian Federation,September,0,4.60340196976599,RUS
Episode 1,01/09/2021,Temitope Genesis,Female,Professionals,Active,Oyo,Nigeria,September,0,4.7404080214971085,NGA
Episode 1,01/09/2021,Najinde Dominion,Female,Professionals,Active,Edo,China,September,0,3.8645449357449984,CHN
Episode 1,01/09/2021,Mohammed Genesis,Female,Business Owners,Active,Taraba,Germany,September,0,4.46383604884308,DEU
Episode 1,01/09/2021,Blessing Plater,Female,Professionals,Active,Kano,Russian Federation,September,0,4.337145568446324,RUS
Episode 1,01/09/2021,Samuel Carrick,Female,Professionals,Active,Taraba,India,September,0,4.156574235412878,IND
Episode 1,01/09/2021,Alariwo Bamigbose,Male,Students,Passive,Lagos,Nigeria,September,0,4.5295131224338405,NGA
Episode 1,01/09/2021,Josephine Dogun,Male,Students,Passive,Delta,Nigeria,September,0,4.40425621863047,NGA
Episode 1,01/09/2021,Ebuka Uthman,Male,Professionals,Passive,Delta,Nigeria,September,0,4.3247594391123,NGA
Episode 1,01/09/2021,Surface Catapult,Male,Students,Passive,Delta,Nigeria,September,0,4.096462983115093,NGA
Episode 1,01/09/2021,Kadeejat Agatu,Male,Students,Passive,Lagos,Nigeria,September,0,3.921577297501688,NGA
Episode 1,01/09/2021,Kadeejat Catapult,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.801595888698412,NGA
Episode 1,01/09/2021,Abidemi Bamigbose,Male,Professionals,Passive,Delta,Nigeria,September,0,3.20621154964076,NGA
Episode 1,01/09/2021,Olufemu Hammed,Male,Professionals,Passive,Delta,Nigeria,September,0,3.314054706412225,NGA
Episode 1,01/09/2021,Wole Uthman,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.597900936483154,NGA
Episode 1,01/09/2021,Olufemu Uthman,Male,Students,Passive,Delta,Nigeria,September,0,3.902110742655824,NGA
Episode 1,01/09/2021,Katie Uthman,Male,Students,Passive,Lagos,Nigeria,September,0,3.081290076562656,NGA
Episode 1,01/09/2021,Memunatu Ogar,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.448521318723205,NGA
Episode 1,01/09/2021,Kadeejat Hammed,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.365372794436278,NGA
Episode 1,01/09/2021,Katie Hammed,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.258109652870855,NGA
Episode 1,01/09/2021,Ammad Dogun,Male,Students,Passive,Lagos,Nigeria,September,0,4.217349163045136,NGA
Episode 1,01/09/2021,Olawale Biden,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.409537116380271,NGA
Episode 1,01/09/2021,Olawale Catapult,Male,Students,Passive,Lagos,Nigeria,September,0,3.634992755078418,NGA
Episode 1,01/09/2021,Babatunde Awe,Male,Students,Passive,Lagos,Nigeria,September,0,3.095770189365962,NGA
Episode 1,01/09/2021,Kadeejat Bamigbose,Male,Students,Passive,Delta,Nigeria,September,0,3.651352765826257,NGA
Episode 1,01/09/2021,Kadeejat Ogar,Male,Students,Passive,Delta,Nigeria,September,0,3.422137265464249,NGA
Episode 1,01/09/2021,Wole Aguda,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.775624213456164,NGA
Episode 1,01/09/2021,Ammad Biden,Male,Professionals,Passive,Lagos,Nigeria,September,0,4.776384542590135,NGA
Episode 1,01/09/2021,Tunde Jack,Male,Students,Passive,Lagos,Nigeria,September,0,3.3709826580527555,NGA
Episode 1,01/09/2021,Abidemi Uthman,Male,Professionals,Passive,Delta,Nigeria,September,0,3.6636318898047895,NGA
Episode 1,01/09/2021,Katie Biden,Male,Professionals,Passive,Delta,Nigeria,September,0,4.024763385640259,NGA
Episode 1,01/09/2021,Babatunde Ogar,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.492813692700501,NGA
Episode 1,01/09/2021,Abidemi Ogar,Male,Students,Passive,Lagos,Nigeria,September,0,4.070449038273461,NGA
Episode 1,01/09/2021,Ebuka Dogun,Male,Students,Passive,Lagos,Nigeria,September,0,4.616726561834085,NGA
Episode 1,01/09/2021,Tunde London,Male,Students,Passive,Lagos,Nigeria,September,0,3.628697429517393,NGA
Episode 1,01/09/2021,Bingo Awe,Male,Business Owners,Passive,Delta,Nigeria,September,0,3.612731648074201,NGA
Episode 1,01/09/2021,Ammad Catapult,Male,Students,Passive,Delta,Nigeria,September,0,3.8109069728464857,NGA
Episode 1,01/09/2021,Memunatu Hammed,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.291506791342198,NGA
Episode 1,01/09/2021,Alariwo Dogun,Male,Business Owners,Passive,Lagos,Nigeria,September,0,3.246192134964458,NGA
Episode 1,01/09/2021,Katie Awe,Male,Professionals,Passive,Delta,Nigeria,September,0,3.506513660284105,NGA
Episode 1,01/09/2021,Alariwo Biden,Male,Professionals,Passive,Lagos,Nigeria,September,0,3.9500016765475214,NGA
Episode 1,01/09/2021,Nasiru Jack,Male,Business Owners,Passive,Lagos,Nigeria,September,0,3.549603788186582,NGA
Episode 1,01/09/2021,Ebuka Aguda,Male,Students,Passive,Delta,Nigeria,September,0,3.609878506512026,NGA
Episode 1,01/09/2021,Wole Naccim,Male,Students,Passive,Lagos,Nigeria,September,0,4.907738294505016,NGA
Episode 1,01/09/2021,Katie London,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.505337161748986,NGA
Episode 1,01/09/2021,Wole Ogar,Male,Students,Passive,Delta,Nigeria,September,0,4.983178368843818,NGA
Episode 1,01/09/2021,Bingo Catapult,Male,Students,Passive,Delta,Nigeria,September,0,4.477961703864057,NGA
Episode 1,01/09/2021,Nasiru London,Male,Students,Passive,Lagos,Nigeria,September,0,3.781490983607544,NGA
Episode 1,01/09/2021,Olufemu Dogun,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.378030445233965,NGA
Episode 1,01/09/2021,Wole Bamigbose,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.383174029796912,NGA
Episode 1,01/09/2021,Nasiru Agatu,Male,Business Owners,Passive,Lagos,Nigeria,September,0,3.129817116266974,NGA
Episode 1,01/09/2021,Nasiru Agatu,Male,Students,Passive,Lagos,Nigeria,September,0,4.300705524625926,NGA
Episode 1,01/09/2021,Abidemi Naccim,Male,Professionals,Passive,Delta,Nigeria,September,0,4.825602743952779,NGA
Episode 1,01/09/2021,Memunatu Jack,Male,Students,Passive,Lagos,Nigeria,September,0,4.88870518933999,NGA
Episode 1,01/09/2021,Tunde Aguda,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.018618751786735,NGA
Episode 1,01/09/2021,Alariwo London,Male,Business Owners,Passive,Lagos,Nigeria,September,0,3.784447302454133,NGA
Episode 1,01/09/2021,Wole London,Male,Professionals,Passive,Lagos,Nigeria,September,0,3.321089391345252,NGA
Episode 1,01/09/2021,Wole Aguda,Male,Professionals,Passive,Lagos,Nigeria,September,0,4.004170872264129,NGA
Episode 1,01/09/2021,Bingo Dogun,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.314726957485617,NGA
Episode 1,01/09/2021,Ebuka Aguda,Male,Professionals,Passive,Lagos,Nigeria,September,0,4.556252484391663,NGA
Episode 1,01/09/2021,Abidemi Iloh,Male,Professionals,Passive,Delta,Nigeria,September,0,4.764274831555381,NGA
Episode 1,01/09/2021,Wole Naccim,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.519696676133325,NGA
Episode 1,01/09/2021,Nasiru Aguda,Male,Business Owners,Passive,Delta,Nigeria,September,0,4.309689980677275,NGA
Episode 1,01/09/2021,Kadeejat Awe,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.160777123667472,NGA
Episode 1,01/09/2021,Nasiru Catapult,Male,Professionals,Passive,Lagos,Nigeria,September,0,3.230199501954804,NGA
Episode 1,01/09/2021,Joe Awe,Male,Business Owners,Passive,Delta,Nigeria,September,0,3.2083388086549838,NGA
Episode 1,01/09/2021,Ammad Aguda,Male,Professionals,Passive,Lagos,Nigeria,September,0,3.748423587179516,NGA
Episode 1,01/09/2021,Tunde Iloh,Male,Professionals,Passive,Delta,Nigeria,September,0,4.95306089866972,NGA
Episode 1,01/09/2021,Babatunde Aguda,Male,Business Owners,Passive,Lagos,Nigeria,September,0,4.154963867274812,NGA
Episode 1,01/09/2021,Joe Awe,Male,Professionals,Passive,Delta,Nigeria,September,0,3.541576440532844,NGA
Episode 1,01/09/2021,Olufemu London,Male,Professionals,Passive,Lagos,Nigeria,September,0,3.7485700795055,NGA
Episode 1,01/09/2021,Bingo Aguda,Male,Business Owners,Passive,Delta,Nigeria,September,0,3.6818766247832233,NGA
Episode 10,2021-11-03,Mohammed Islam,Female,Students,Active,Taraba,Qatar,November,0,4.0610265417549325,QAT
Episode 10,2021-11-03,Badmus Purple,Female,Business Owners,Active,Kwara,Germany,November,0,3.805124895274969,DEU
Episode 10,2021-11-03,Badmus Anthony,Female,Professionals,Active,Plateau,China,November,0,4.82110846763281,CHN
Episode 10,2021-11-03,Johnson Carrick,Female,Professionals,Active,Taraba,United States of America,November,0,3.4844643715923365,USA
Episode 10,2021-11-03,Samuel Purple,Female,Professionals,Active,Edo,Belgium,November,0,4.569842667367992,BEL
Episode 10,2021-11-03,Alex Castor,Female,Professionals,Active,Imo,Germany,November,0,3.8648012649820593,DEU
Episode 10,2021-11-03,Joshua Purple,Female,Professionals,Active,Benue,Russian Federation,November,0,3.578085380839269,RUS
Episode 10,2021-11-03,Samuel Caroline,Female,Students,Active,Edo,Poland,November,0,3.878882991642837,POL
Episode 10,2021-11-03,Blessing Purple,Female,Business Owners,Active,Edo,India,November,0,4.112220250827285,IND
Episode 10,2021-11-03,Najinde Islam,Female,Professionals,Active,Imo,Italy,November,0,4.933764500024443,ITA
Episode 10,2021-11-03,Kabiru Salahudeen,Female,Professionals,Active,Taraba,Nigeria,November,0,3.5220484169879422,NGA
Episode 10,2021-11-03,Johnson Rashford,Female,Students,Active,Kwara,Qatar,November,0,3.6051233704389594,QAT
Episode 10,2021-11-03,Samuel Plater,Female,Professionals,Active,Imo,Norway,November,0,4.327430704114635,NOR
Episode 10,2021-11-03,Kabiru Salahudeen,Female,Students,Active,Ondo,Russian Federation,November,0,4.5121704159860885,RUS
Episode 10,2021-11-03,Kabiru Stones,Female,Professionals,Active,Kaduna,Qatar,November,0,3.5829936525528137,QAT
Episode 10,2021-11-03,Stephen Islam,Female,Students,Active,Kano,Germany,November,0,3.332650975974234,DEU
Episode 10,2021-11-03,Alex Carrick,Female,Professionals,Active,Imo,Germany,November,0,3.258456863134871,DEU
Episode 10,2021-11-03,Joshua Rocks,Female,Professionals,Active,Plateau,Italy,November,0,4.289328326288161,ITA
Episode 10,2021-11-03,Blessing Carrick,Female,Professionals,Active,Benue,Poland,November,0,3.137456493782877,POL
Episode 10,2021-11-03,Ruth Ahamad,Female,Business Owners,Active,Kano,China,November,0,4.106335953684057,CHN
Episode 10,2021-11-03,Samuel Stones,Female,Professionals,Active,Abuja,United Arab Emirates,November,0,3.056704069381221,ARE
Episode 10,2021-11-03,Joshua Stones,Female,Business Owners,Active,Rivers,Italy,November,0,4.048473717150838,ITA
Episode 10,2021-11-03,Babatunde Purple,Female,Students,Active,Plateau,Germany,November,0,4.993429093998169,DEU
Episode 10,2021-11-03,Blessing Anthony,Female,Business Owners,Active,Delta,Belgium,November,0,3.7144001235045607,BEL
Episode 10,2021-11-03,Blessing Caroline,Female,Students,Active,Kano,France,November,0,4.893193752041285,FRA
Episode 10,2021-11-03,Ruth Castor,Female,Professionals,Active,Rivers,France,November,0,4.64224582894344,FRA
Episode 10,2021-11-03,Blessing Caroline,Female,Students,Active,Benue,France,November,0,3.5516045731043557,FRA
Episode 10,2021-11-03,Johnson Rocks,Female,Students,Active,Kaduna,Italy,November,0,3.558014312877126,ITA
Episode 10,2021-11-03,Joshua Plater,Female,Professionals,Active,Edo,Poland,November,0,3.738475770819569,POL
Episode 10,2021-11-03,Joshua Purple,Female,Professionals,Active,Edo,Russian Federation,November,0,4.638851337879749,RUS
Episode 10,2021-11-03,Sekinat Plater,Female,Business Owners,Active,Oyo,Germany,November,0,4.018564908709685,DEU
Episode 10,2021-11-03,Ruth Rashford,Female,Students,Active,Edo,Belgium,November,0,3.544586805557388,BEL
Episode 10,2021-11-03,Mohammed Ahamad,Female,Professionals,Active,Imo,United Arab Emirates,November,0,3.2813934362117827,ARE
Episode 10,2021-11-03,Alex Rashford,Female,Business Owners,Active,Oyo,Qatar,November,0,4.7973267063569125,QAT
Episode 10,2021-11-03,Babatunde Plater,Female,Professionals,Active,Kaduna,Qatar,November,0,4.213891447965491,QAT
Episode 10,2021-11-03,Babatunde Genesis,Female,Business Owners,Active,Oyo,Germany,November,0,3.754587620520038,DEU
Episode 10,2021-11-03,Johnson Castor,Female,Professionals,Active,Oyo,India,November,0,3.5005009744114397,IND
Episode 10,2021-11-03,Badmus Ahamad,Female,Business Owners,Active,Kaduna,Canada,November,0,4.0471950713155085,CAN
Episode 10,2021-11-03,Alex Purple,Female,Business Owners,Active,Anambra,Germany,November,0,3.2173993028943464,DEU
Episode 10,2021-11-03,Stephen Carrick,Female,Students,Active,Bayelsa,Belgium,November,0,4.467653081177304,BEL
Episode 10,2021-11-03,Kabiru Genesis,Female,Professionals,Active,Kaduna,United Arab Emirates,November,0,3.221572480662341,ARE
Episode 10,2021-11-03,Babatunde Castor,Female,Students,Active,Lagos,United Arab Emirates,November,0,3.418315495012842,ARE
Episode 10,2021-11-03,Stephen Caroline,Female,Business Owners,Active,Ondo,India,November,0,3.16822409247572,IND
Episode 10,2021-11-03,Sekinat Salahudeen,Female,Professionals,Active,Kwara,Germany,November,0,4.979812788663683,DEU
Episode 10,2021-11-03,Temitope Islam,Female,Students,Active,Ondo,Norway,November,0,3.112956062476399,NOR
Episode 10,2021-11-03,Ruth Dominion,Female,Professionals,Active,Bayelsa,Germany,November,0,4.884357235070881,DEU
Episode 10,2021-11-03,Stephen Rashford,Female,Business Owners,Active,Benue,Qatar,November,0,3.654198817342648,QAT
Episode 10,2021-11-03,Blessing Stones,Female,Business Owners,Active,Benue,Belgium,November,0,3.227068828703074,BEL
Episode 10,2021-11-03,Ruth Dominion,Female,Students,Active,Delta,Russian Federation,November,0,4.09396070080807,RUS
Episode 10,2021-11-03,Babatunde Genesis,Female,Professionals,Active,Kano,Qatar,November,0,3.925298198720841,QAT
Episode 10,2021-11-03,Najinde Stones,Female,Professionals,Active,Rivers,Poland,November,0,3.3778587974904584,POL
Episode 10,2021-11-03,Johnson Genesis,Female,Business Owners,Active,Lagos,Canada,November,0,3.6765745203025686,CAN
Episode 10,2021-11-03,Samuel Dominion,Female,Professionals,Active,Delta,Italy,November,0,4.366638020854868,ITA
Episode 10,2021-11-03,Mohammed Ahamad,Female,Professionals,Active,Benue,United Arab Emirates,November,0,3.583063329589204,ARE
Episode 10,2021-11-03,Temitope Carrick,Female,Students,Active,Edo,United States of America,November,0,4.862138568302871,USA
Episode 10,2021-11-03,Alex Plater,Female,Students,Active,Lagos,Belgium,November,0,4.96189720290313,BEL
Episode 10,2021-11-03,Johnson Dominion,Female,Business Owners,Active,Abuja,Canada,November,0,3.514976265470578,CAN
Episode 10,2021-11-03,Kabiru Caroline,Female,Business Owners,Active,Edo,India,November,0,4.318523222466355,IND
Episode 10,2021-11-03,Najinde Anthony,Female,Professionals,Active,Taraba,Norway,November,0,3.228185609170497,NOR
Episode 10,2021-11-03,Sekinat Caroline,Female,Business Owners,Active,Delta,Qatar,November,0,4.110723529017338,QAT
Episode 10,2021-11-03,Stephen Stones,Female,Professionals,Active,Taraba,Italy,November,0,4.572887588058916,ITA
Episode 10,2021-11-03,Kabiru Carrick,Female,Business Owners,Active,Benue,United Arab Emirates,November,0,3.876511414606559,ARE
Episode 10,2021-11-03,Alex Caroline,Female,Professionals,Active,Edo,Russian Federation,November,0,4.920462987759128,RUS
Episode 10,2021-11-03,Badmus Caroline,Female,Students,Active,Kwara,Italy,November,0,3.705467335899118,ITA
Episode 10,2021-11-03,Najinde Dominion,Female,Professionals,Active,Kwara,Germany,November,0,3.846931514775844,DEU
Episode 10,2021-11-03,Samuel Caroline,Female,Professionals,Active,Delta,Qatar,November,0,3.172236054397408,QAT
Episode 10,2021-11-03,Badmus Dominion,Female,Students,Active,Kaduna,China,November,0,3.1398180010018466,CHN
Episode 10,2021-11-03,Johnson Ahamad,Female,Business Owners,Active,Kwara,Italy,November,0,3.790173225109549,ITA
Episode 10,2021-11-03,Najinde Dominion,Female,Business Owners,Active,Lagos,India,November,0,4.975606748136506,IND
Episode 10,2021-11-03,Joshua Anthony,Female,Professionals,Active,Kwara,United Arab Emirates,November,0,3.948277543578576,ARE
Episode 10,2021-11-03,Badmus Rashford,Female,Professionals,Active,Abuja,Russian Federation,November,0,3.882533134244322,RUS
Episode 10,2021-11-03,Joshua Castor,Female,Students,Active,Kano,Canada,November,0,3.4095743204349347,CAN
Episode 10,2021-11-03,Alex Anthony,Female,Professionals,Active,Kwara,Germany,November,0,3.83846730861421,DEU
Episode 10,2021-11-03,Sekinat Anthony,Female,Professionals,Active,Abuja,Belgium,November,0,4.6165682563345705,BEL
Episode 10,2021-11-03,Ruth Purple,Female,Professionals,Active,Bayelsa,United Arab Emirates,November,0,3.554455993300106,ARE
Episode 10,2021-11-03,Samuel Islam,Female,Professionals,Active,Abuja,Germany,November,0,4.400538928055131,DEU
Episode 10,2021-11-03,Alex Genesis,Female,Professionals,Active,Imo,Germany,November,0,4.893145087378874,DEU
Episode 10,2021-11-03,Sekinat Rashford,Female,Professionals,Active,Taraba,United States of America,November,0,3.128831593358931,USA
Episode 10,2021-11-03,Alex Islam,Female,Professionals,Active,Lagos,Qatar,November,0,3.14631637683713,QAT
Episode 10,2021-11-03,Blessing Dominion,Female,Professionals,Active,Ondo,United States of America,November,0,4.872060079203684,USA
Episode 10,2021-11-03,Najinde Purple,Female,Business Owners,Active,Taraba,India,November,0,3.917216048591935,IND
Episode 10,2021-11-03,Badmus Salahudeen,Female,Business Owners,Active,Rivers,Qatar,November,0,3.769025173721942,QAT
Episode 10,2021-11-03,Samuel Rashford,Female,Students,Active,Anambra,Belgium,November,0,3.3116109776093685,BEL
Episode 10,2021-11-03,Mohammed Stones,Female,Professionals,Active,Kwara,Nigeria,November,0,3.310787757803081,NGA
Episode 10,2021-11-03,Stephen Castor,Female,Business Owners,Active,Taraba,China,November,0,4.328053983576893,CHN
Episode 10,2021-11-03,Johnson Anthony,Female,Students,Active,Edo,Russian Federation,November,0,3.273112396928094,RUS
Episode 10,2021-11-03,Stephen Rashford,Female,Professionals,Active,Imo,Nigeria,November,0,3.7179452039733945,NGA
Episode 10,2021-11-03,Ruth Ahamad,Female,Professionals,Active,Kaduna,Nigeria,November,0,4.788076056988567,NGA
Episode 10,2021-11-03,Kabiru Islam,Female,Professionals,Active,Rivers,Norway,November,0,4.4562220576510665,NOR
